No dump file specified
 num     #instances         #bytes  class name (module)
2191:             1             40  com.netflix.hystrix.strategy.HystrixPlugins
2192:             1             40  com.sun.beans.introspect.ClassInfo$1 (java.desktop@14.0.1)
2193:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@14.0.1)
2194:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@14.0.1)
2195:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@14.0.1)
2196:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@14.0.1)
2197:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 (java.xml@14.0.1)
2198:             1             40  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter (java.xml@14.0.1)
2199:             1             40  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector (java.xml@14.0.1)
2200:             1             40  com.sun.org.apache.xerces.internal.util.SymbolTable (java.xml@14.0.1)
2201:             1             40  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer (java.xml@14.0.1)
2202:             1             40  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager (java.xml@14.0.1)
2203:             1             40  com.sun.xml.internal.stream.XMLEntityStorage (java.xml@14.0.1)
2204:             1             40  com.sun.xml.internal.stream.util.BufferAllocator (java.xml@14.0.1)
2205:             1             40  io.micrometer.core.instrument.FunctionTimer$Builder
2206:             1             40  java.io.Console$3 (java.base@14.0.1)
2207:             1             40  java.io.FileNotFoundException (java.base@14.0.1)
2208:             1             40  java.lang.ArithmeticException (java.base@14.0.1)
2209:             1             40  java.lang.IllegalStateException (java.base@14.0.1)
2210:             1             40  java.lang.NoSuchMethodError (java.base@14.0.1)
2211:             1             40  java.lang.NullPointerException (java.base@14.0.1)
2212:             1             40  java.lang.ref.Finalizer (java.base@14.0.1)
2213:             1             40  java.net.InetAddress$CachedAddresses (java.base@14.0.1)
2214:             1             40  java.text.MessageFormat (java.base@14.0.1)
2215:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@14.0.1)
2216:             1             40  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@14.0.1)
2217:             1             40  java.time.zone.ZoneRules (java.base@14.0.1)
2218:             1             40  java.util.HashMap$ValueSpliterator (java.base@14.0.1)
2219:             1             40  java.util.IdentityHashMap$KeyIterator (java.base@14.0.1)
2220:             1             40  java.util.ResourceBundle$2 (java.base@14.0.1)
2221:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@14.0.1)
2222:             1             40  java.util.TreeMap$ValueSpliterator (java.base@14.0.1)
2223:             1             40  java.util.regex.Pattern$LazyLoop (java.base@14.0.1)
2224:             1             40  javax.management.modelmbean.ModelMBeanAttributeInfo (java.management@14.0.1)
2225:             1             40  javax.servlet.MultipartConfigElement
2226:             1             40  jdk.internal.module.ArchivedModuleGraph (java.base@14.0.1)
2227:             1             40  jdk.internal.ref.Cleaner (java.base@14.0.1)
2228:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@14.0.1)
2229:             1             40  org.apache.catalina.core.ApplicationSessionCookieConfig
2230:             1             40  org.apache.catalina.mbeans.ClassNameMBean
2231:             1             40  org.apache.catalina.mbeans.ConnectorMBean
2232:             1             40  org.apache.catalina.mbeans.ServiceMBean
2233:             1             40  org.apache.catalina.realm.MessageDigestCredentialHandler
2234:             1             40  org.apache.coyote.AbstractProtocol$RecycledProcessors
2235:             1             40  org.hibernate.validator.internal.engine.ValidationContext$ValidatorScopedContext
2236:             1             40  org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorManager
2237:             1             40  org.slf4j.bridge.SLF4JBridgeHandler
2238:             1             40  org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator$BeanFactoryAspectJAdvisorsBuilderAdapter
2239:             1             40  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
2240:             1             40  org.springframework.boot.actuate.autoconfigure.audit.AuditAutoConfiguration$$EnhancerBySpringCGLIB$$f5acc126
2241:             1             40  org.springframework.boot.actuate.autoconfigure.context.properties.ConfigurationPropertiesReportEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$b07a71c2
2242:             1             40  org.springframework.boot.actuate.autoconfigure.endpoint.jmx.JmxEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$4c1a6a0
2243:             1             40  org.springframework.boot.actuate.autoconfigure.endpoint.web.CorsEndpointProperties
2244:             1             40  org.springframework.boot.actuate.autoconfigure.endpoint.web.ServletEndpointManagementContextConfiguration$WebMvcServletEndpointManagementContextConfiguration$$EnhancerBySpringCGLIB$$a2c1092
2245:             1             40  org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$e57056a2
2246:             1             40  org.springframework.boot.actuate.autoconfigure.env.EnvironmentEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$60360b67
2247:             1             40  org.springframework.boot.actuate.autoconfigure.health.HealthIndicatorAutoConfiguration$$EnhancerBySpringCGLIB$$5d79d477
2248:             1             40  org.springframework.boot.actuate.autoconfigure.info.InfoContributorAutoConfiguration$$EnhancerBySpringCGLIB$$7a5d0b2b
2249:             1             40  org.springframework.boot.actuate.autoconfigure.logging.LogFileWebEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$4de44140
2250:             1             40  org.springframework.boot.actuate.autoconfigure.metrics.web.client.HttpClientMetricsAutoConfiguration$$EnhancerBySpringCGLIB$$94cea826
2251:             1             40  org.springframework.boot.actuate.autoconfigure.metrics.web.client.RestTemplateMetricsConfiguration$$EnhancerBySpringCGLIB$$9b77810
2252:             1             40  org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration$$EnhancerBySpringCGLIB$$6799725f
2253:             1             40  org.springframework.boot.actuate.autoconfigure.web.server.ManagementContextAutoConfiguration$SameManagementContextConfiguration$$EnhancerBySpringCGLIB$$2e6d8def
2254:             1             40  org.springframework.boot.actuate.endpoint.jmx.JmxEndpointExporter
2255:             1             40  org.springframework.boot.actuate.endpoint.web.annotation.ControllerEndpointDiscoverer
2256:             1             40  org.springframework.boot.actuate.endpoint.web.annotation.ServletEndpointDiscoverer
2257:             1             40  org.springframework.boot.actuate.endpoint.web.annotation.WebEndpointDiscoverer
2258:             1             40  org.springframework.boot.autoconfigure.freemarker.FreeMarkerAutoConfiguration$$EnhancerBySpringCGLIB$$da78eb41
2259:             1             40  org.springframework.boot.autoconfigure.freemarker.FreeMarkerServletWebConfiguration$$EnhancerBySpringCGLIB$$671033a1
2260:             1             40  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$EnhancerBySpringCGLIB$$6e2b844b
2261:             1             40  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$a1394aeb
2262:             1             40  org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration$$EnhancerBySpringCGLIB$$8ff1c5d0
2263:             1             40  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$61d7fa61
2264:             1             40  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$d36327d3
2265:             1             40  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog
2266:             1             40  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow
2267:             1             40  org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$$EnhancerBySpringCGLIB$$ef0db238
2268:             1             40  org.springframework.boot.autoconfigure.web.format.WebConversionService
2269:             1             40  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration$$EnhancerBySpringCGLIB$$a3f74880
2270:             1             40  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration$$EnhancerBySpringCGLIB$$5fedd27
2271:             1             40  org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration$$EnhancerBySpringCGLIB$$274c6f59
2272:             1             40  org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration$$EnhancerBySpringCGLIB$$963cf766
2273:             1             40  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$FaviconConfiguration$$EnhancerBySpringCGLIB$$1d25dc62
2274:             1             40  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration$$EnhancerBySpringCGLIB$$943892dc
2275:             1             40  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration$$EnhancerBySpringCGLIB$$5ed7a4b4
2276:             1             40  org.springframework.boot.web.servlet.server.Session
2277:             1             40  org.springframework.boot.web.servlet.server.Session$Cookie
2278:             1             40  org.springframework.cglib.core.ClassNameReader$EarlyExitException
2279:             1             40  org.springframework.cloud.autoconfigure.WritableEnvironmentEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$f3ada3b2
2280:             1             40  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration$$EnhancerBySpringCGLIB$$3a4d720
2281:             1             40  org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$60611a10
2282:             1             40  org.springframework.cloud.client.CommonsClientAutoConfiguration$ActuatorConfiguration$$EnhancerBySpringCGLIB$$35e9884c
2283:             1             40  org.springframework.cloud.client.discovery.simple.SimpleDiscoveryProperties$SimpleServiceInstance
2284:             1             40  org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$AsyncRestTemplateCustomizerConfig$$EnhancerBySpringCGLIB$$74e43e11
2285:             1             40  org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$$EnhancerBySpringCGLIB$$31c2d8f8
2286:             1             40  org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationAutoConfiguration$$EnhancerBySpringCGLIB$$b40621e3
2287:             1             40  org.springframework.cloud.commons.util.InetUtilsProperties
2288:             1             40  org.springframework.cloud.netflix.archaius.ArchaiusAutoConfiguration$$EnhancerBySpringCGLIB$$4f99f9d1
2289:             1             40  org.springframework.cloud.netflix.archaius.ArchaiusAutoConfiguration$PropagateEventsConfiguration$$EnhancerBySpringCGLIB$$b3819e3f
2290:             1             40  org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$$EnhancerBySpringCGLIB$$5ed0486
2291:             1             40  org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration$$EnhancerBySpringCGLIB$$777ab4d3
2292:             1             40  org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration$EurekaClientConfigurationRefresher$$EnhancerBySpringCGLIB$$1980ad69
2293:             1             40  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration
2294:             1             40  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaRegistration$Builder
2295:             1             40  org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration$$EnhancerBySpringCGLIB$$51441891
2296:             1             40  org.springframework.cloud.netflix.ribbon.SpringClientFactory
2297:             1             40  org.springframework.ui.context.support.ResourceBundleThemeSource
2298:             1             40  org.springframework.util.ConcurrentReferenceHashMap$EntryIterator
2299:             1             40  org.springframework.web.bind.support.ConfigurableWebBindingInitializer
2300:             1             40  org.springframework.web.cors.CorsConfiguration
2301:             1             40  org.springframework.web.servlet.config.annotation.PathMatchConfigurer
2302:             1             40  org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver
2303:             1             40  org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver
2304:             1             40  sun.management.MappedMXBeanType$CompositeDataMXBeanType (java.management@14.0.1)
2305:             1             40  sun.management.MappedMXBeanType$MapMXBeanType (java.management@14.0.1)
2306:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@14.0.1)
2307:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@14.0.1)
2308:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@14.0.1)
2309:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@14.0.1)
2310:             1             40  sun.text.resources.cldr.FormatData (java.base@14.0.1)
2311:             1             40  sun.text.resources.cldr.FormatData_en (java.base@14.0.1)
2312:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@14.0.1)
2313:             1             40  sun.util.resources.Bundles$1 (java.base@14.0.1)
2314:             1             40  sun.util.resources.cldr.CalendarData (java.base@14.0.1)
2315:             1             32  [Lch.qos.logback.core.spi.FilterReply;
2316:             1             32  [Lch.qos.logback.core.subst.Tokenizer$TokenizerState;
2317:             1             32  [Lcom.fasterxml.jackson.annotation.JsonCreator$Mode;
2318:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
2319:             1             32  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
2320:             1             32  [Lcom.netflix.appinfo.DataCenterInfo$Name;
2321:             1             32  [Lcom.netflix.servo.monitor.Monitor;
2322:             1             32  [Lcom.sun.beans.util.Cache$Kind; (java.desktop@14.0.1)
2323:             1             32  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap; (java.xml@14.0.1)
2324:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap; (java.xml@14.0.1)
2325:             1             32  [Lio.micrometer.core.instrument.binder.jvm.GcGenerationAge;
2326:             1             32  [Lio.micrometer.core.instrument.config.MeterFilterReply;
2327:             1             32  [Ljava.lang.OutOfMemoryError; (java.base@14.0.1)
2328:             1             32  [Ljava.lang.ThreadGroup; (java.base@14.0.1)
2329:             1             32  [Ljava.lang.invoke.StringConcatFactory$Mode; (java.base@14.0.1)
2330:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@14.0.1)
2331:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@14.0.1)
2332:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@14.0.1)
2333:             1             32  [Ljava.text.Normalizer$Form; (java.base@14.0.1)
2334:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@14.0.1)
2335:             1             32  [Ljava.time.format.FormatStyle; (java.base@14.0.1)
2336:             1             32  [Ljava.time.format.ResolverStyle; (java.base@14.0.1)
2337:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@14.0.1)
2338:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@14.0.1)
2339:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@14.0.1)
2340:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@14.0.1)
2341:             1             32  [Ljava.util.stream.StreamShape; (java.base@14.0.1)
2342:             1             32  [Ljavax.xml.catalog.CatalogFeatures$Feature; (java.xml@14.0.1)
2343:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@14.0.1)
2344:             1             32  [Ljdk.internal.module.IllegalAccessLogger$Mode; (java.base@14.0.1)
2345:             1             32  [Ljdk.xml.internal.JdkXmlFeatures$XmlFeature; (java.xml@14.0.1)
2346:             1             32  [Lorg.apache.commons.logging.LogAdapter$LogApi;
2347:             1             32  [Lorg.apache.tomcat.util.http.ConcurrentDateFormat;
2348:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
2349:             1             32  [Lorg.apache.tomcat.util.net.Acceptor$AcceptorState;
2350:             1             32  [Lorg.hibernate.validator.internal.metadata.raw.ConfigurationSource;
2351:             1             32  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType;
2352:             2             32  [Lorg.springframework.asm.Attribute;
2353:             1             32  [Lorg.springframework.beans.factory.config.YamlProcessor$ResolutionMethod;
2354:             1             32  [Lorg.springframework.boot.Banner$Mode;
2355:             1             32  [Lorg.springframework.boot.actuate.endpoint.web.WebEndpointHttpMethod;
2356:             1             32  [Lorg.springframework.boot.actuate.health.ShowDetails;
2357:             1             32  [Lorg.springframework.boot.ansi.AnsiOutput$Enabled;
2358:             1             32  [Lorg.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace;
2359:             1             32  [Lorg.springframework.boot.cloud.CloudPlatform;
2360:             1             32  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$Form;
2361:             1             32  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyState;
2362:             1             32  [Lorg.springframework.boot.loader.jar.JarFile$JarFileType;
2363:             1             32  [Lorg.springframework.cglib.proxy.Callback;
2364:             1             32  [Lorg.springframework.expression.spel.SpelCompilerMode;
2365:             1             32  [Lorg.springframework.jmx.support.RegistrationPolicy;
2366:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$FlowStyle;
2367:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$LineBreak;
2368:             1             32  [Lorg.yaml.snakeyaml.introspector.BeanAccess;
2369:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@14.0.1)
2370:             2             32  [Lsun.reflect.annotation.TypeAnnotation; (java.base@14.0.1)
2371:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@14.0.1)
2372:             1             32  [Lsun.text.normalizer.CodePointTrie$ValueWidth; (java.base@14.0.1)
2373:             1             32  [[Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
2374:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
2375:             1             32  ch.qos.logback.classic.pattern.LevelConverter
2376:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
2377:             1             32  ch.qos.logback.classic.pattern.MessageConverter
2378:             1             32  ch.qos.logback.classic.pattern.ThreadConverter
2379:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
2380:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
2381:             1             32  cn.wolfcode.cloud.Application$$EnhancerBySpringCGLIB$$556a27e7
2382:             1             32  com.fasterxml.classmate.TypeBindings
2383:             1             32  com.fasterxml.jackson.annotation.JsonInclude$Value
2384:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
2385:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
2386:             1             32  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
2387:             1             32  com.fasterxml.jackson.databind.ser.std.DateSerializer
2388:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
2389:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
2390:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
2391:             1             32  com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser$Feature
2392:             1             32  com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter
2393:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.DurationSerializer
2394:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateSerializer
2395:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer
2396:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalTimeSerializer
2397:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.MonthDaySerializer
2398:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.OffsetTimeSerializer
2399:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.YearMonthSerializer
2400:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.YearSerializer
2401:             2             32  com.fasterxml.jackson.module.paramnames.ParameterExtractor
2402:             2             32  com.google.common.collect.Interners$WeakInterner
2403:             1             32  com.google.gson.internal.bind.ReflectiveTypeAdapterFactory
2404:             1             32  com.netflix.appinfo.InstanceInfo$Builder
2405:             2             32  com.netflix.config.ConcurrentCompositeConfiguration$1
2406:             1             32  com.netflix.discovery.PropertyBasedAzToRegionMapper
2407:             1             32  com.netflix.servo.util.ClockWithOffset
2408:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@14.0.1)
2409:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver (java.xml@14.0.1)
2410:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver (java.xml@14.0.1)
2411:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver (java.xml@14.0.1)
2412:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator (java.xml@14.0.1)
2413:             1             32  com.sun.org.apache.xerces.internal.util.NamespaceSupport (java.xml@14.0.1)
2414:             2             32  com.sun.proxy.$Proxy101
2415:             2             32  com.sun.proxy.$Proxy28
2416:             2             32  com.sun.proxy.$Proxy35
2417:             2             32  com.sun.proxy.$Proxy38
2418:             2             32  com.sun.proxy.$Proxy42
2419:             2             32  com.sun.proxy.$Proxy50
2420:             2             32  com.sun.proxy.$Proxy58
2421:             2             32  com.sun.proxy.$Proxy59
2422:             2             32  com.sun.proxy.$Proxy72
2423:             2             32  com.sun.proxy.$Proxy77
2424:             2             32  com.sun.proxy.$Proxy79
2425:             2             32  com.sun.proxy.$Proxy81
2426:             2             32  com.sun.proxy.$Proxy90
2427:             2             32  com.sun.proxy.$Proxy98
2428:             1             32  freemarker.cache.ClassTemplateLoader
2429:             2             32  freemarker.template.LoggingAttemptExceptionReporter
2430:             2             32  io.micrometer.core.instrument.MeterRegistry$Config
2431:             2             32  io.micrometer.core.instrument.MeterRegistry$More
2432:             1             32  io.micrometer.core.instrument.MeterRegistry$More$$Lambda$654/0x00000008010d4040
2433:             1             32  io.micrometer.core.instrument.Timer$Builder
2434:             1             32  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics
2435:             1             32  io.micrometer.core.instrument.binder.system.FileDescriptorMetrics
2436:             1             32  io.micrometer.core.instrument.binder.system.ProcessorMetrics
2437:             1             32  io.micrometer.core.instrument.binder.tomcat.TomcatMetrics
2438:             2             32  io.micrometer.core.instrument.distribution.pause.NoPauseDetector
2439:             1             32  java.beans.PropertyChangeEvent (java.desktop@14.0.1)
2440:             1             32  java.io.UnixFileSystem (java.base@14.0.1)
2441:             2             32  java.lang.Shutdown$Lock (java.base@14.0.1)
2442:             2             32  java.lang.invoke.MethodHandles$Lookup$$Lambda$254/0x0000000800daf840 (java.base@14.0.1)
2443:             2             32  java.lang.invoke.StringConcatFactory$Recipe (java.base@14.0.1)
2444:             1             32  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@14.0.1)
2445:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@14.0.1)
2446:             2             32  java.lang.reflect.Proxy$$Lambda$3/0x0000000800b67440 (java.base@14.0.1)
2447:             1             32  java.net.InetAddress$CachedLocalHost (java.base@14.0.1)
2448:             2             32  java.net.InetSocketAddress (java.base@14.0.1)
2449:             2             32  java.nio.ByteOrder (java.base@14.0.1)
2450:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@14.0.1)
2451:             1             32  java.security.MessageDigest$Delegate (java.base@14.0.1)
2452:             1             32  java.security.UnresolvedPermission (java.base@14.0.1)
2453:             1             32  java.text.DontCareFieldPosition (java.base@14.0.1)
2454:             2             32  java.util.AbstractMap$2 (java.base@14.0.1)
2455:             1             32  java.util.ArrayDeque$DeqIterator (java.base@14.0.1)
2456:             1             32  java.util.ArrayList$ArrayListSpliterator (java.base@14.0.1)
2457:             1             32  java.util.ArrayList$SubList (java.base@14.0.1)
2458:             1             32  java.util.Formatter (java.base@14.0.1)
2459:             2             32  java.util.IdentityHashMap$Values (java.base@14.0.1)
2460:             2             32  java.util.Properties$EntrySet (java.base@14.0.1)
2461:             2             32  java.util.ResourceBundle$$Lambda$227/0x0000000800d3bc40 (java.base@14.0.1)
2462:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@14.0.1)
2463:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@14.0.1)
2464:             1             32  java.util.concurrent.ConcurrentLinkedQueue$CLQSpliterator (java.base@14.0.1)
2465:             2             32  java.util.concurrent.CountDownLatch (java.base@14.0.1)
2466:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@14.0.1)
2467:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@14.0.1)
2468:             2             32  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@14.0.1)
2469:             1             32  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@14.0.1)
2470:             1             32  java.util.concurrent.atomic.LongAdder (java.base@14.0.1)
2471:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$SharedNode (java.base@14.0.1)
2472:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@14.0.1)
2473:             1             32  jdk.internal.loader.URLClassPath$1 (java.base@14.0.1)
2474:             1             32  jdk.internal.module.IllegalAccessLogger (java.base@14.0.1)
2475:             1             32  jdk.internal.ref.CleanerImpl (java.base@14.0.1)
2476:             1             32  jdk.internal.reflect.UnsafeIntegerFieldAccessorImpl (java.base@14.0.1)
2477:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@14.0.1)
2478:             2             32  org.apache.catalina.core.ContainerBase$StartChild
2479:             1             32  org.apache.catalina.mapper.Mapper
2480:             1             32  org.apache.catalina.mapper.Mapper$MappedHost
2481:             1             32  org.apache.catalina.util.ManifestResource
2482:             1             32  org.apache.coyote.AbstractProtocol$ConnectionHandler
2483:             1             32  org.apache.coyote.CompressionConfig
2484:             1             32  org.apache.logging.log4j.status.StatusLogger$BoundedQueue
2485:             2             32  org.apache.logging.log4j.util.EnvironmentPropertySource
2486:             2             32  org.apache.logging.log4j.util.PropertiesUtil
2487:             2             32  org.apache.logging.log4j.util.PropertyFilePropertySource
2488:             2             32  org.apache.logging.log4j.util.PropertySource$Comparator
2489:             2             32  org.apache.logging.log4j.util.SystemPropertiesPropertySource
2490:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
2491:             1             32  org.apache.tomcat.util.descriptor.web.LoginConfig
2492:             1             32  org.apache.tomcat.util.scan.StandardJarScanner
2493:             1             32  org.apache.tomcat.util.threads.LimitLatch
2494:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
2495:             1             32  org.apache.tomcat.websocket.server.WsWriteTimeout
2496:             1             32  org.hibernate.validator.internal.cfg.context.DefaultConstraintMapping
2497:             1             32  org.hibernate.validator.internal.engine.ValidatorFactoryImpl$BeanMetaDataManagerKey
2498:             1             32  org.hibernate.validator.internal.engine.constraintvalidation.HibernateConstraintValidatorInitializationContextImpl
2499:             1             32  org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory
2500:             1             32  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorResolver
2501:             1             32  org.hibernate.validator.internal.metadata.core.ConstraintHelper
2502:             1             32  org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider
2503:             1             32  org.hibernate.validator.internal.metadata.raw.BeanConfiguration
2504:             2             32  org.springframework.aop.framework.CglibAopProxy$AdvisedDispatcher
2505:             2             32  org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor
2506:             2             32  org.springframework.aop.framework.CglibAopProxy$DynamicUnadvisedInterceptor
2507:             2             32  org.springframework.aop.framework.CglibAopProxy$EqualsInterceptor
2508:             2             32  org.springframework.aop.framework.CglibAopProxy$HashCodeInterceptor
2509:             2             32  org.springframework.beans.factory.parsing.FailFastProblemReporter
2510:             2             32  org.springframework.beans.factory.parsing.PassThroughSourceExtractor
